"","State","Men","Women","Hispanic","White","Black","Native","Asian","Pacific","VotingAgeCitizen","Income","IncomeErr","IncomePerCap","IncomePerCapErr","Poverty","ChildPoverty","Professional","Service","Office","Construction","Production","Drive","Carpool","Transit","Walk","OtherTransp","WorkAtHome","MeanCommute","Employed","PrivateWork","PublicWork","SelfEmployed","FamilyWork","Unemployment","TotalPop"
"1569","New York",12069,13014,2.2,94.9,1,0.1,0.7,0,19160,51758,3135,26608,1378,13.1,18.9,30.6,19.8,20.6,13.9,15.1,67.7,9.8,0.3,8.1,4.1,10,22.5,11331,73.7,12.3,12.7,1.2,6,25083
"1570","Idaho",8331,8519,8.3,88,0,0.9,0.7,0,12405,42888,3380,20041,1387,20.7,27.9,26.9,22.1,20.6,17.7,12.7,77,10.6,0.1,1.9,2.2,8.2,29.6,6452,72,17,9.7,1.3,6,16850
"1571","West Virginia",53632,50083,2.1,88.3,3.7,0.1,3.3,0,83262,49624,2134,29285,1064,21.3,16.9,45.1,17.6,21.5,8.4,7.4,76,8.9,2.6,6.2,1.3,5.1,20.9,49725,74.6,21.5,3.8,0,6.1,103715
"1572","Mississippi",83838,89429,4.8,66.6,25.3,0.1,1.2,0,124156,62595,1212,28316,584,9.8,12.5,32.7,15.1,26,10.4,15.8,88.6,8.1,0.1,0.4,0.6,2.1,24.9,85681,82.3,12.4,5.2,0,6.1,173267
"1573","Oklahoma",23748,23602,3.4,63.7,11.3,13.2,0.4,0.1,36217,47683,2589,24195,729,15.7,24.3,31.9,17.2,22.2,12.3,16.5,83.7,10.6,0.5,1.2,1.3,2.7,24.4,19310,76.5,17.9,5.5,0,6.1,47350
"1574","Mississippi",11651,11788,1.5,90.5,7.4,0,0.2,0,18150,38358,2777,20859,1762,18.4,23.8,23,15.5,21.4,12,28,84.5,10.9,0.2,0.5,0.8,3.1,24.4,9392,81.8,12.4,5.8,0,6.1,23439
"1575","Louisiana",7691,7239,2.8,82.9,12,1.3,0,0.1,11131,34712,3487,18836,1820,24.8,32.2,29,16.8,22.4,22.4,9.4,85.1,7.8,1.1,0.5,3,2.5,41.5,4829,75.9,17.8,6.3,0,6.1,14930
"1576","Georgia",11529,11868,4.2,92.8,1.2,0.1,0.3,0,18150,62284,5862,31954,2779,11.8,15.7,37.1,12.6,25,12.3,12.9,79.6,11.2,0.1,0.4,0.8,7.8,32.3,10665,79.9,13.3,6.7,0,6.1,23397
"1577","Texas",24051,24088,63.5,34.2,0.7,0.1,0.4,0,33109,55194,4735,23973,1528,14.6,22.5,25.8,21.1,19.7,18.7,14.7,76.9,15,0.1,1.1,1,5.9,30.8,20208,78.3,14.7,6.9,0,6.1,48139
"1578","Idaho",11451,11388,17,78.8,0.4,0.6,0.6,0,15793,48447,2426,23361,1712,15.5,18.1,23.8,18,24.1,14.2,19.9,77.5,14.6,0.1,3.4,1.3,3,19.1,9679,78.8,13.5,7.7,0,6.1,22839
"1579","Illinois",3218,3352,1.3,96.7,0.4,0,0.9,0,5022,49632,3182,26549,1598,11.5,18.5,25.1,13.9,22.2,15,23.8,84.9,7.5,0.1,2.3,0.8,4.3,20.9,3136,82.7,9.2,8,0,6.1,6570
"1580","Texas",1553,1805,19.8,80,0.2,0,0,0,2579,36493,6844,20873,2757,20.2,33.6,28.9,23.6,29.7,13.6,4.3,62.6,13.9,0,7.1,5,11.4,16.3,1281,73.4,10.7,15.9,0,6.1,3358
"1581","Rhode Island",79338,84674,4.4,89.5,1.3,0.1,2.5,0,129491,69047,2197,37157,830,7.8,8.9,38.4,17.9,25.4,8.2,10.1,86,8.6,1.1,0.9,0.4,2.9,25.3,87822,82.2,13,4.8,0.1,6.1,164012
"1582","Kentucky",154530,160579,7,71.8,14.3,0.2,3.6,0,230651,53013,1131,31653,485,18.6,22.9,42.9,18.1,22.9,6,10.1,78.7,9.3,2,3.8,1.9,4.4,20.9,162280,79.3,15.5,5,0.1,6.1,315109
"1583","Texas",932577,959427,59.8,28.4,7,0.2,2.6,0.1,1262321,53999,449,26158,213,16.4,23.3,34.8,19.6,26,9.7,10,79.3,10.9,2.6,1.7,1.4,4.2,25,867502,80.7,13.8,5.5,0.1,6.1,1892004
"1584","North Carolina",109435,112660,10.9,73,11.4,0.3,2.4,0,149717,70858,1509,32754,721,9.4,12.7,39.3,15.1,24.1,9.1,12.5,82.3,8.1,0.4,1.1,0.9,7.2,29.5,106916,83.5,10.8,5.6,0.1,6.1,222095
"1585","Delaware",104514,111037,9.2,74.9,12.1,0.4,1.2,0,165573,57901,1291,31874,737,12,20.8,33.3,18.7,24,11.2,12.8,83.4,7.3,0.7,1.6,1.3,5.6,25.3,94271,79.3,14.8,5.8,0.1,6.1,215551
"1586","Louisiana",55794,57273,5,67.1,19.2,5.4,0.9,0.1,81842,47650,2206,24017,837,20.1,26.6,26.8,17.7,23.6,14.9,17,81.1,10.5,0.3,1.2,3.5,3.4,22.7,47254,82.4,11.4,6.1,0.1,6.1,113067
"1587","Kentucky",6502,6678,5.2,88.6,3.9,0.1,0,0,9828,39273,3211,21150,1376,21.4,36.6,26.7,16.2,17.6,16.2,23.2,82.3,12.3,0.1,3.2,0.5,1.6,25.3,5098,81.4,12.4,6.1,0.1,6.1,13180
"1588","Texas",16055,16609,42.1,46.3,9.1,0.2,0.8,0,18900,46980,2674,21090,1364,19.3,29.4,22.8,17.3,21.4,10.4,28.1,83.4,11.5,0.4,0.6,2.4,1.7,18.8,14307,83.5,9.9,6.5,0.1,6.1,32664
"1589","North Carolina",70344,72483,11.1,79.7,5.9,0.3,1.1,0,103145,43598,978,22349,514,16.7,25.2,26.7,14.9,23,11,24.3,86.2,9,0.3,0.8,1.1,2.5,23.8,64228,81.7,11.4,6.8,0.1,6.1,142827
"1590","Texas",8135,9154,22.8,51.5,24.3,0.2,0.2,0.1,12915,38834,4055,17755,973,25.2,37.7,23,19.1,20.3,14.5,23.1,78,11.1,1.1,3.7,2.9,3.2,26.7,5774,77.4,15.5,6.9,0.1,6.1,17289
"1591","Tennessee",8321,8401,1.9,95.4,0.3,0.3,0.2,0,13197,42307,2414,24247,2010,17,24.9,26.4,15.4,21.1,14.5,22.6,85.3,10.1,0,1.7,0.6,2.3,29.8,6762,78.4,14.6,7,0.1,6.1,16722
"1592","Illinois",17319,17123,2.3,89,6.1,0.2,0.7,0,27373,49353,2807,26253,1114,14.9,22.7,31.9,18.8,25.9,7.9,15.4,82.1,8.4,0.4,3.5,1.7,3.8,19.4,15777,75.8,16.9,7.2,0.1,6.1,34442
"1593","Texas",5790,5708,52.2,41.4,4.8,0.6,0.3,0,7730,63333,5589,26860,2095,11.6,12.7,28.6,16.4,17.3,19.2,18.6,82.3,9.1,0,1.5,3,4.1,21.7,4823,75.1,17.3,7.5,0.1,6.1,11498
"1594","Missouri",16773,16781,3.2,92,2.3,0.5,0.4,0.2,25248,56193,3733,26845,1749,12.8,19.3,26.2,16.5,24,15.9,17.4,87.4,7.7,0,0.9,0.7,3.3,30.7,14824,86.3,9,4.5,0.2,6.1,33554
"1595","Massachusetts",403587,414662,10.8,77.9,4.3,0.2,4.7,0,599698,69313,924,34691,352,11.1,14.3,41.7,17.3,22.5,7.6,10.9,80.7,8.4,1.7,2.7,1.5,5.1,28.7,413989,81.5,12.9,5.3,0.2,6.1,818249
"1596","Florida",100239,97352,8.7,74.5,9.5,0.6,2.8,0.1,148106,59955,1565,30775,649,11.5,16.6,35.5,22.4,24.3,10,7.8,82.9,8.6,0.3,1.8,2.8,3.5,23.6,85823,73.2,20.1,6.5,0.2,6.1,197591
"1597","Texas",26307,25287,22.5,61.3,13.6,0.5,0.6,0,35239,44294,2017,21102,1071,18.7,29,28.9,19.8,21.2,14.6,15.6,80.1,14.3,0,2,0.8,2.7,24.4,20526,73.1,20,6.8,0.2,6.1,51594
"1598","Missouri",13075,11912,2,89,5.7,0.5,0.6,0.1,19320,44754,3583,19984,1038,16.5,20.7,29,16.8,27.2,10.6,16.5,84.4,8.8,0.1,2.2,1,3.5,21.4,10098,76.3,16.5,7,0.2,6.1,24987
"1599","Michigan",22902,23007,2.2,95.1,0.7,0.4,0.4,0,35460,46160,1444,23831,869,17,25.2,27.9,16.5,19.5,10.1,26,80.3,9,0.2,4.5,0.9,5.1,24.7,19345,82.6,10.1,7.1,0.2,6.1,45909
"1600","Tennessee",23447,25775,2.6,76.8,17.7,0.4,0.3,0.1,36905,41315,2309,21858,869,17.1,25.8,29.4,19,24.2,8.9,18.3,89.3,6,0.1,1.2,2,1.5,23.2,20523,80.1,12.2,7.5,0.2,6.1,49222
"1601","Idaho",74161,75967,4.4,91,0.4,1.3,0.7,0.1,113785,53189,1643,28275,793,12.6,18.9,32,18.9,26.7,11.7,10.6,81.6,8.9,0.3,2,1.7,5.5,21.7,67680,78.9,13.3,7.6,0.2,6.1,150128
"1602","Florida",20184,15491,30.5,55.5,12.8,0.2,0.2,0.1,24109,35435,1717,17892,1313,29.9,41,15.2,20.6,19,32.8,12.4,67.2,18.2,6,1.8,1.5,5.3,24.7,12667,78.9,13.2,7.7,0.2,6.1,35675
"1603","Wyoming",4118,4135,14.2,82.2,0.3,0.4,0.1,0,6125,51362,2570,27345,1689,12.8,17.5,32.1,16.3,17.6,18.8,15.3,77.2,10.2,0,6.9,1.3,4.4,14.3,3833,69.8,22,8.1,0.2,6.1,8253
"1604","Michigan",16359,16619,1.6,91.4,0.5,2.2,0.6,0.1,26034,51475,1871,31356,1265,10.7,13.2,35,22,23,10.3,9.8,78.5,9.6,0.2,4.2,1.6,5.9,19.1,16237,82.1,9.2,8.6,0.2,6.1,32978
"1605","New Hampshire",16923,15196,1.7,93.6,2.3,0.4,0.6,0.1,26377,45386,1718,25895,696,13.3,19.4,31.6,22.5,21.9,11.5,12.4,79,10.4,0.1,3.2,1.6,5.7,20.8,14728,72.3,18.7,8.8,0.2,6.1,32119
"1606","Maine",14739,15438,1.3,95.8,0.3,0.4,0.5,0.1,24418,45541,2739,24162,824,12.4,13.5,32,20.4,22.3,12.7,12.5,76,10.4,0.4,6.1,1.2,6,23.7,14426,74.3,15.5,10,0.2,6.1,30177
"1607","Michigan",11479,11654,2.1,95,0.3,0.8,0.3,0,18589,50988,1365,29307,1193,12.6,20.5,27.5,21.6,22.5,10.8,17.7,74.7,14.5,0.7,1.9,1,7.3,25,9771,79.6,9.9,10.3,0.2,6.1,23133
"1608","Louisiana",12505,13785,1.3,49.5,47.9,0.1,0.4,0,19744,31672,1947,18776,1887,27.6,40.2,24.7,18.6,22.7,14.2,19.8,89.7,7.7,0.1,0.7,1.1,0.8,23.2,9422,85.4,10.3,4.1,0.3,6.1,26290
"1609","Arkansas",18198,19014,2.3,94.2,0.4,1.1,0.5,0.1,28675,40727,1497,22288,1054,15.8,23.7,29.8,19.5,24.8,9.7,16.2,82.7,11.1,0.1,1,1.3,3.8,19.4,15773,78.4,13.1,8.2,0.3,6.1,37212
"1610","Oklahoma",4493,4634,11.2,74.9,3.2,4.5,0.4,0.1,6890,38191,2812,23076,3292,23.9,35.4,31.2,18.7,17.9,14.8,17.5,80.5,11.7,0,1.8,1,5,20.9,3911,67.7,20.4,11.7,0.3,6.1,9127
"1611","Louisiana",10667,8886,1.5,52.9,44.4,0.3,0.2,0,15743,46964,4848,21138,1401,17.9,22.8,27,22.6,22.2,14.5,13.7,88.1,7.2,0.1,1.8,0.2,2.5,30.6,6920,71.2,24.6,3.9,0.4,6.1,19553
"1612","Pennsylvania",39289,36330,1.4,94.6,2.6,0.1,0.4,0,61414,46132,1176,23877,622,12.7,20.6,28.3,19.6,20.8,12.6,18.7,81.7,9.4,0.1,2.8,1.2,4.8,24.2,32886,80.6,11.4,7.3,0.6,6.1,75619
"1613","Indiana",10360,10747,3,95.1,0.3,0.1,0.5,0,15490,42878,2330,20193,642,17.9,24.8,22.4,15.6,16.3,14.2,31.4,79.2,10,0.6,2.2,2.2,5.9,19.6,9315,81.3,9.6,8.4,0.7,6.1,21107
"1614","Texas",6215,6455,23.9,56.6,16.9,0.4,0.3,0,8606,41811,3097,21069,1432,17.4,24.4,22.5,18,22.4,14.3,22.7,80.7,13.7,0.4,0.1,1.4,3.6,26,5274,75.1,15,8.9,1,6.1,12670
"1615","Virginia",3437,3585,1.8,41.5,45.9,6.5,0.9,0,5842,55069,4060,32689,3733,13.2,23.1,23,19.7,23.7,12.8,20.8,82,9.9,0.7,2.9,1.4,3.2,32.7,3348,79.6,16.6,3.9,0,6.2,7022
"1616","Utah",24108,24396,8.5,86.3,0.5,2.5,0.6,0,33454,45422,3795,19791,906,20.9,23.3,31.5,19.1,26.2,10.5,12.7,76.5,13.3,0.2,4.6,1.9,3.5,17.4,20960,75.4,20.2,4.4,0,6.2,48504
"1617","Nevada",5820,4038,15.3,72.7,4.7,5.7,0.8,0.2,7475,60358,4355,25350,2512,13,21.3,34.1,22.7,18.1,17.3,7.8,77.8,8.2,1.7,10.2,0.7,1.3,14.2,3567,59.2,34.9,5.9,0,6.2,9858
"1618","Virginia",11191,11099,1.3,96.9,0.8,0.2,0.3,0,18018,38725,2734,20969,1188,17.7,22.6,23.7,17.7,24.6,14.9,19.1,86.9,9.7,0.1,0.7,0.6,2.1,28.2,8445,80.4,13.5,6.1,0,6.2,22290
"1619","Washington",5834,5664,6,88.2,0.9,2.4,1.1,0,8981,53606,3175,28644,1633,13.3,18.4,34.8,15.8,20.7,13.3,15.5,75.2,9,0.3,3.6,2.1,9.9,30.5,4934,72.2,21.7,6.1,0,6.2,11498
"1620","Iowa",3734,3768,2.8,94.7,1.1,0,0.3,0,5840,50880,2756,26781,1164,10.1,14.8,23.7,20.1,20.7,15.1,20.5,83.9,7.7,0.5,2.7,1.3,3.8,20.5,3778,80.7,12.1,7.2,0,6.2,7502
"1621","Idaho",5692,5084,17,81.1,0.2,0.2,0.1,0,7158,55986,8225,28004,2687,8.3,11.4,35.1,24.1,16.4,17.8,6.6,70.2,16.7,0.9,2.2,1.6,8.3,27.9,5607,80.3,11.3,8.4,0,6.2,10776
"1622","Texas",17199,17468,15.5,64.5,17,0.3,1.8,0.1,25423,55793,4336,28517,2309,13.2,20.8,32.7,16.2,23.7,10.9,16.5,85.8,8.7,0.1,1,0.9,3.5,21.5,14897,74,15.9,10.1,0,6.2,34667
"1623","Tennessee",3960,3922,2.3,92.6,3.3,0.3,0.3,0,6119,31503,4703,20204,3710,29.4,43.8,21.5,17.5,18.1,20.5,22.4,74.7,7.6,0,3.5,4.6,9.5,29.7,2745,67.3,18.8,13.8,0,6.2,7882
"1624","Illinois",263392,266010,31.6,57.6,5.4,0.1,3.9,0,334189,74862,1202,33486,625,10.4,15.9,34.6,16.7,24.9,7.6,16.3,80.5,9.3,2.6,1.3,1.3,5,29,262971,86.6,9.6,3.6,0.1,6.2,529402
"1625","Arkansas",30587,31532,7.3,85,1.3,1.6,1.8,0,45393,43504,1870,22104,945,16.6,24.3,29.7,16.4,23.7,10.6,19.6,86.9,8.5,0.2,2.1,0.3,2,22.4,25751,82.6,13.6,3.7,0.1,6.2,62119
"1626","New York",103592,109083,2.7,86,7.1,1,1,0,166384,51656,1205,28395,548,13.4,18.8,32.8,18.2,26.2,9,13.9,86.9,6.3,0.9,1.9,1.4,2.6,22,100990,81.8,14.2,3.9,0.1,6.2,212675
"1627","Kentucky",4494,4206,1.5,95.8,0.9,0.1,0.6,0,6450,49135,3514,22438,1190,15.7,24.3,24.1,15.7,19.2,12.1,28.9,89.1,5.8,0.1,1.5,1.2,2.3,22.5,3614,83.9,11.2,4.8,0.1,6.2,8700
"1628","West Virginia",29134,31829,1.1,90.4,6.1,0.3,0.6,0,48111,37763,2087,21698,906,21.4,31.9,30.8,20.5,26.9,9.9,11.9,84.5,10.2,0.3,1.9,1,2.2,21.6,22634,76.3,18.3,5.3,0.1,6.2,60963
"1629","New Mexico",35804,33701,56.8,37.2,3.6,0.7,0,0,40774,59285,2560,24507,885,16.1,22.3,25,15.2,21.9,20.1,17.7,84.1,10.9,0.4,1.5,0.9,2.1,20.4,28672,79.2,15.4,5.4,0.1,6.2,69505
"1630","Indiana",16040,16391,1.3,96.8,0.2,0,0.4,0,25096,49648,1966,24744,1294,12.9,15.9,29.3,18.7,22.4,12.2,17.4,89,7.8,0.1,1.4,1,0.7,28.7,14248,75,19,5.9,0.1,6.2,32431
"1631","Michigan",29958,29649,2.7,94.6,0.4,0.2,0.5,0,45486,57312,1893,27166,966,9.3,12.4,29,16.4,22.6,12.5,19.5,84.8,7.6,0.2,2.5,0.8,4.2,28.4,27877,84.4,9.4,6.1,0.1,6.2,59607
"1632","Missouri",11613,11140,11.6,78.4,1.8,2.3,1.4,1.6,15583,41207,2694,19577,980,19,27.7,20,16.1,22.8,14.5,26.6,79.3,14,0.1,0.8,2,3.7,25.9,9010,83.2,10,6.7,0.1,6.2,22753
"1633","Tennessee",25886,27001,3.5,92.5,1.8,0.2,0.6,0,40981,45641,2312,23724,1510,13.8,18.2,26.2,19.1,23.5,10.4,20.7,78.3,14.2,0.3,1.6,0.9,4.7,25.8,23110,77.3,15.2,7.5,0.1,6.2,52887
"1634","Mississippi",17793,18188,3.5,47.7,47.6,0.1,0.1,0,27763,41134,2932,19775,1047,17.8,26.6,23.2,14.3,24.9,12.6,25.1,86.1,5.4,0.4,1.4,0.8,6,28.2,14304,80.3,11.9,7.7,0.1,6.2,35981
"1635","Colorado",27073,19528,13,79.5,4.5,1,0.7,0.1,38393,44712,1951,20919,1113,15.8,24.7,30.8,25.7,23.7,12.7,7.2,81.9,8.8,0.3,2.3,2.5,4.3,22.7,14406,64.7,27.6,7.7,0.1,6.2,46601
"1636","Minnesota",8079,7762,1.3,94.1,0.5,2.2,0.4,0,13155,45860,1405,26883,743,12.1,15.9,30.7,19.9,23.1,13.2,13,79.4,9.1,0.5,4.1,1.5,5.4,26,6274,75.8,15.7,8.4,0.1,6.2,15841
"1637","Kentucky",9632,9672,1.8,93.4,3.6,0.1,0.1,0,15280,36575,3426,18408,1010,21.5,27.1,28.5,15.9,19.7,12.2,23.8,84.5,9,0,2.6,0.5,3.4,22.2,7988,74.1,15.8,9.9,0.1,6.2,19304
"1638","Tennessee",12830,11672,2.3,90.6,5,0,0.2,0,18999,39333,2513,20936,3200,19.7,24.6,25.4,17.1,20.3,16.2,21.1,79.4,11.3,0.3,2,2.6,4.4,36.3,9659,74.9,14.9,10.1,0.1,6.2,24502
"1639","South Carolina",144327,153405,6.5,68.8,20.3,0.1,2.2,0,217947,47575,1191,24786,502,15.6,23.6,31.2,15.4,23.8,8.7,20.9,84.4,10.5,0.5,1.4,0.9,2.5,22.7,135522,83.4,12.2,4.3,0.2,6.2,297732
"1640","South Carolina",73919,77797,5,64.6,25.3,0.4,1.9,0,110532,58685,1583,27317,630,11.8,16.2,36.5,16.9,25.7,9.3,11.5,85.4,7.9,0.6,0.8,1.1,4.2,28.8,70522,77.1,18.1,4.7,0.2,6.2,151716
"1641","Pennsylvania",56644,58754,1.9,90.7,4.8,0.1,0.6,0,90774,50634,1359,26265,533,14,21.2,30.4,19.9,24.1,9.2,16.5,82.5,8.4,1.3,3.2,1.5,3.1,20.2,53885,83.9,10.8,5.1,0.2,6.2,115398
"1642","Michigan",34130,30017,4.7,88.3,4.7,0.2,0.4,0,48782,51980,1721,22715,609,13.1,16.7,27,17.3,23.1,11.7,20.9,82,10.7,0.4,2.5,0.9,3.5,27.3,27980,79.9,14.1,5.8,0.2,6.2,64147
"1643","Virginia",14200,14848,1.1,94,3.2,0.1,0.7,0,23069,46119,2969,24879,1818,15.2,19.9,28.8,20.9,22.8,8.3,19.2,83.3,10.6,0.4,1.5,0.8,3.4,23.4,13014,75.2,18.9,5.8,0.2,6.2,29048
"1644","Washington",226178,231296,9,79.4,1.8,0.5,4.4,0.7,323897,67832,868,32162,525,10.3,13.4,36.3,17,23.7,9.6,13.5,79.2,8.8,2.2,1.9,1.3,6.6,26.4,213776,80.5,13.4,5.9,0.2,6.2,457474
"1645","Illinois",10067,9147,2.9,91,4.1,0.1,0.4,0,15335,47468,2393,25955,2015,11.9,12.9,28.6,16.1,21.5,11.3,22.4,84.3,10.6,0.3,1.6,0.8,2.4,15.8,8102,80.2,13.6,6,0.2,6.2,19214
"1646","Tennessee",42201,45405,5.4,79.8,11.6,0.4,0.9,0,65102,52080,1627,25872,1161,13,17.7,32.4,16.5,24.9,10.3,15.8,85.7,8.4,0.3,1.1,1.1,3.4,29.3,40562,81.7,11.5,6.7,0.2,6.2,87606
"1647","New York",782142,871735,26.1,46.8,12.5,0.1,11.9,0,1183958,79781,1158,69529,945,17.3,23.1,60,13.9,20,2.2,3.8,6,1.8,59.4,20.4,5.6,6.7,31.8,906389,83.8,8.3,7.8,0.2,6.2,1653877
"1648","Texas",38840,40847,12.1,78.9,6.6,0.9,0.7,0.1,59045,44888,1447,24315,975,18,29.2,29.1,19.6,22.9,14.4,14,82,12,0.1,1.2,0.6,4,30.6,31087,76.2,14.9,8.7,0.2,6.2,79687
"1649","Nevada",24047,23585,12.3,81.1,0.6,1.8,1.3,0.2,37474,61176,1683,35727,1930,9.8,13.5,36.1,23.7,21.4,10,8.7,79.5,10.5,0.2,1.2,1.2,7.5,23.9,20744,71.5,19.3,9.1,0.2,6.2,47632
"1650","Colorado",11723,10162,15.5,78.1,1.1,0.7,1,0,16575,44876,5064,24595,1608,16.8,23.6,29.1,21.4,20.8,15.7,13,75.7,12,0.5,5.8,0.7,5.3,19.2,10390,71,19.4,9.4,0.2,6.2,21885
"1651","Iowa",4409,4637,2.7,95.1,0.1,0.1,1.3,0,6891,52529,3835,27968,1440,10,11.7,35.7,16.6,19.3,10.4,18.1,78.3,8.9,0.2,4.3,2.1,6.2,19.6,4506,76.2,13.5,10.1,0.2,6.2,9046
"1652","Kansas",1778,1647,3.4,86.7,0.4,5.3,0,0,2696,39531,4615,23621,1778,14.3,21.6,32.6,14.8,15.9,19.3,17.4,75.3,11.4,0,7.5,1.1,4.8,19.7,1474,68,19.7,12,0.2,6.2,3425
"1653","Tennessee",46449,51438,3.7,56.5,37.1,0,1.1,0,74356,44496,2056,24600,787,20.3,30.2,32.8,19.2,25.2,6.8,16,85.8,6.7,0.9,0.8,2.9,2.9,18.6,43003,80.9,13.2,5.6,0.3,6.2,97887
"1654","Georgia",9640,9501,5.1,84.1,8.9,0.4,0.1,0,14044,39863,6160,23754,3398,21,28.3,30.9,16.9,17.7,16,18.4,84.4,9.8,0,1.3,1.3,3.2,27.1,7555,76.8,17.2,5.7,0.3,6.2,19141
"1655","Illinois",5938,5987,3.1,94.9,0.4,0.1,0.3,0.2,9433,55173,2308,29025,1316,10.3,15.2,29.4,19.4,20.3,11.4,19.5,82.8,9.8,0,2.7,1.1,3.6,27.7,5514,82.5,9.9,7.2,0.3,6.2,11925
"1656","Iowa",8878,8253,27.4,67.5,1.2,0.6,1.9,0.1,10873,51091,3288,27270,4241,18.5,24.1,25.9,12.6,16,12.2,33.3,79.2,9.6,0,3.5,3.5,4.1,16.3,8112,80.1,11.8,7.9,0.3,6.2,17131
"1657","Idaho",4742,3791,3.9,91,0.2,2.1,0.5,0.4,7079,41122,3174,22169,1564,13.9,16.6,31.8,20,16.6,15.9,15.7,74.3,12.1,0.1,4.8,2.2,6.5,29,2796,65.4,23.5,10.8,0.3,6.2,8533
"1658","Oklahoma",1344,1414,27.9,59,7.4,0.3,1.2,0,2006,38264,5668,21620,1636,16.1,17.4,35.5,16.1,19.8,17.9,10.6,85,11,0,1.1,0,2.8,15.9,1190,63.4,22.9,13.5,0.3,6.2,2758
"1659","Utah",10320,9939,8.1,85.4,0.1,4,0.5,0.4,12892,63000,1812,23323,839,12.7,15.4,30.7,14.9,17.5,20,17,81.3,7.7,0.6,2.4,1.2,6.7,20.6,8026,75.9,18.9,4.8,0.4,6.2,20259
"1660","Arkansas",17294,16186,3.4,82.8,10.9,0.3,0.3,0,26167,40626,1975,20868,1583,15.8,19.7,30.4,17.9,22.2,13.8,15.7,84.3,11.8,0.6,1.4,0.5,1.4,26.1,13378,79.3,15.3,5.1,0.4,6.2,33480
"1661","Kentucky",13131,13716,2.7,88.8,6.3,0.2,0.1,0,20345,40982,2624,21465,1367,17.4,19.8,27,15.3,20.5,13.3,23.8,87.4,7.6,0.1,1.3,1,2.6,23.3,10724,79.7,12.3,7.7,0.4,6.2,26847
"1662","Michigan",12868,13292,1.8,94,0.4,1.2,0.4,0.1,20708,51567,2026,31730,1513,11.6,16.4,30.7,19.9,23.1,10.4,15.9,79,11.2,0.9,2.4,0.8,5.7,20.4,11902,81.6,9.4,8.6,0.4,6.2,26160
"1663","Missouri",19072,19059,7.2,89.7,0.6,0.5,0.5,0,27636,41673,1134,21022,766,17.1,27.4,27.7,21.2,19.6,10.2,21.2,78.1,12.2,0.1,1.8,2.7,5.1,22.2,16701,79.6,11.4,8.6,0.4,6.2,38131
"1664","Indiana",21861,21918,6.4,89.3,1.1,0.3,1.9,0,31621,49080,3445,23260,664,15.6,19.4,27.8,15.6,22.9,9,24.7,83.7,10,0.4,1.6,2.4,1.9,20.5,20125,84.9,9.9,4.7,0.5,6.2,43779
"1665","Arkansas",38653,40053,4.2,88.4,4,0.2,0.7,0,58682,44074,3056,23120,1360,16.6,19.8,33.4,17.4,21.2,11.5,16.5,82.2,11.2,0,2.8,0.7,3.1,24,32331,79.6,14,5.9,0.5,6.2,78706
